 🌹高清秒播🌹,#genre#
法制天地,http://61.178.227.57:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
✅河北省保定市酒店联通🔙✅
CCTV1-综合,http://121.19.134.215:808/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://121.19.134.215:808/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://121.19.134.215:808/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://121.19.134.215:808/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://121.19.134.215:808/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://121.19.134.215:808/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://121.19.134.215:808/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://121.19.134.215:808/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://121.19.134.215:808/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://121.19.134.215:808/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://121.19.134.215:808/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://121.19.134.215:808/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://121.19.134.215:808/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://121.19.134.215:808/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://121.19.134.215:808/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16-奥运匹克,http://121.19.134.215:808/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17-农业农村,http://121.19.134.215:808/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛视,http://121.19.134.215:808/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://121.19.134.215:808/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
河北经济生活,http://121.19.134.215:808/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
河北都市,http://121.19.134.215:808/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
河北影视剧,http://121.19.134.215:808/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
河北少儿科教,http://121.19.134.215:808/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
河北公共,http://121.19.134.215:808/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
河北农民,http://121.19.134.215:808/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
保定公共频道,http://121.19.134.215:808/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://121.19.134.215:808/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://121.19.134.215:808/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://121.19.134.215:808/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://121.19.134.215:808/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://121.19.134.215:808/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://121.19.134.215:808/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://121.19.134.215:808/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://121.19.134.215:808/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://121.19.134.215:808/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://121.19.134.215:808/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://121.19.134.215:808/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://121.19.134.215:808/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://121.19.134.215:808/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://121.19.134.215:808/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://121.19.134.215:808/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://121.19.134.215:808/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://121.19.134.215:808/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://121.19.134.215:808/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://121.19.134.215:808/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://121.19.134.215:808/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://121.19.134.215:808/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://121.19.134.215:808/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://121.19.134.215:808/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://121.19.134.215:808/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://121.19.134.215:808/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://121.19.134.215:808/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://121.19.134.215:808/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://121.19.134.215:808/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://121.19.134.215:808/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://121.19.134.215:808/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://121.19.134.215:808/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0
山东教育,http://121.19.134.215:808/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
纪实人文,http://121.19.134.215:808/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CETV1,http://121.19.134.215:808/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
BTV冬奥纪实,http://121.19.134.215:808/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实,http://121.19.134.215:808/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
CETV2,http://121.19.134.215:808/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
CETV4,http://121.19.134.215:808/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
中国交通,http://121.19.134.215:808/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0

✅河北省保定市酒店联通🔙✅
CCTV1-综合,http://121.19.134.245:808/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://121.19.134.245:808/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://121.19.134.245:808/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://121.19.134.245:808/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://121.19.134.245:808/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://121.19.134.245:808/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://121.19.134.245:808/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://121.19.134.245:808/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://121.19.134.245:808/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://121.19.134.245:808/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://121.19.134.245:808/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://121.19.134.245:808/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://121.19.134.245:808/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://121.19.134.245:808/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://121.19.134.245:808/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16-奥运匹克,,http://121.19.134.245:808/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17-农业农村,http://121.19.134.245:808/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛视,http://121.19.134.245:808/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://121.19.134.245:808/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
河北经济生活,http://121.19.134.245:808/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
河北都市,http://121.19.134.245:808/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
河北影视剧,http://121.19.134.245:808/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
河北少儿科教,http://121.19.134.245:808/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
河北公共,http://121.19.134.245:808/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
河北农民,http://121.19.134.245:808/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
河北杂技,http://121.19.134.245:808/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
保定新闻综合,http://121.19.134.245:808/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
保定公共频道,http://121.19.134.245:808/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
保定生活健康,http://121.19.134.245:808/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://121.19.134.245:808/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://121.19.134.245:808/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://121.19.134.245:808/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://121.19.134.245:808/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://121.19.134.245:808/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://121.19.134.245:808/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://121.19.134.245:808/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://121.19.134.245:808/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://121.19.134.245:808/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://121.19.134.245:808/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://121.19.134.245:808/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://121.19.134.245:808/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://121.19.134.245:808/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://121.19.134.245:808/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://121.19.134.245:808/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://121.19.134.245:808/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://121.19.134.245:808/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://121.19.134.245:808/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://121.19.134.245:808/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://121.19.134.245:808/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://121.19.134.245:808/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://121.19.134.245:808/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://121.19.134.245:808/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://121.19.134.245:808/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://121.19.134.245:808/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://121.19.134.245:808/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://121.19.134.245:808/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://121.19.134.245:808/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://121.19.134.245:808/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://121.19.134.245:808/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
山东教育,http://121.19.134.245:808/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
纪实人文,http://121.19.134.245:808/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
CETV1,http://121.19.134.245:808/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
BTV冬奥纪实,http://121.19.134.245:808/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实,http://121.19.134.245:808/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
CETV2,http://121.19.134.245:808/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
CETV4,http://121.19.134.245:808/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
中国交通,http://121.19.134.245:808/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0

汕头文旅体育,http://211.97.63.3:801/hls/80/index.m3u8
汕头综合,http://211.97.63.3:801/hls/81/index.m3u8
汕头经济生活,http://211.97.63.3:801/hls/82/index.m3u8
天津卫视,/hls/579/index.m3u8#http：//172.16.8.212：4466/udp/239.20.0.171：2140
潮州综合,http://211.97.63.3:801/hls/503/index.m3u8
✅广东省广州市天河区酒店电信ADSL🔙✅
CCTV1-综合,http://219.135.208.218:8083/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://219.135.208.218:8083/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://219.135.208.218:8083/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://219.135.208.218:8083/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://219.135.208.218:8083/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛事,http://219.135.208.218:8083/tsfile/live/0016_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://219.135.208.218:8083/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://219.135.208.218:8083/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://219.135.208.218:8083/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://219.135.208.218:8083/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://219.135.208.218:8083/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://219.135.208.218:8083/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://219.135.208.218:8083/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://219.135.208.218:8083/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://219.135.208.218:8083/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://219.135.208.218:8083/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://219.135.208.218:8083/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
广东珠江,http://219.135.208.218:8083/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
广东新闻,http://219.135.208.218:8083/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
广东公共,http://219.135.208.218:8083/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://219.135.208.218:8083/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
广东经济科教,http://219.135.208.218:8083/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
广东南方卫视,http://219.135.208.218:8083/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广东综艺,http://219.135.208.218:8083/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
广东影视,http://219.135.208.218:8083/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
广东少儿,http://219.135.208.218:8083/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://219.135.208.218:8083/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://219.135.208.218:8083/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://219.135.208.218:8083/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://219.135.208.218:8083/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://219.135.208.218:8083/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://219.135.208.218:8083/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://219.135.208.218:8083/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://219.135.208.218:8083/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://219.135.208.218:8083/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://219.135.208.218:8083/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://219.135.208.218:8083/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://219.135.208.218:8083/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://219.135.208.218:8083/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://219.135.208.218:8083/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://219.135.208.218:8083/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://219.135.208.218:8083/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://219.135.208.218:8083/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://219.135.208.218:8083/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://219.135.208.218:8083/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://219.135.208.218:8083/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷动画,http://219.135.208.218:8083/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://219.135.208.218:8083/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
✅内蒙古包头市酒店🔙✅
CCTV1-综合,http://111.126.255.126:808/hls/101/index.m3u8
CCTV2-财经,http://111.126.255.126:808/hls/102/index.m3u8
CCTV3-综艺,http://111.126.255.126:808/hls/103/index.m3u8
CCTV4-国际,http://111.126.255.126:808/hls/104/index.m3u8
CCTV6-电影,http://111.126.255.126:808/hls/106/index.m3u8
CCTV7-军农,http://111.126.255.126:808/hls/107/index.m3u8


🔙✅其他广西酒店源🔙✅
广西卫视,http://180.140.22.174:8088/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西综艺,http://180.140.22.174:8088/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
广西都市,http://180.140.22.174:8088/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
广西新闻,http://180.140.22.174:8088/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
广西影视,http://180.140.22.174:8088/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://180.140.22.174:8088/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://180.140.22.174:8088/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://180.140.22.174:8088/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://180.140.22.174:8088/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://180.140.22.174:8088/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://180.140.22.174:8088/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://180.140.22.174:8088/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://180.140.22.174:8088/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://180.140.22.174:8088/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://180.140.22.174:8088/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://180.140.22.174:8088/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16-奥运匹克,http://180.140.22.174:8088/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+体育赛事,http://180.140.22.174:8088/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://180.140.22.174:8088/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://180.140.22.174:8088/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://180.140.22.174:8088/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://180.140.22.174:8088/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视http://180.140.22.174:8088/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://180.140.22.174:8088/tsfile/live/1051_1.m3u8?key=txiptv&playlive=1&authid=0





河南省郑州市酒店联通ADSL🔙✅
CCTV1-综合,http://222.137.231.41:808/hls/1/index.m3u8
CCTV2-财经,http://222.137.231.41:808/hls/2/index.m3u8
CCTV3-综艺,http://222.137.231.41:808/hls/3/index.m3u8
CCTV4-国际,http://222.137.231.41:808/hls/4/index.m3u8
CCTV5-体育,http://222.137.231.41:808/hls/5/index.m3u8
CCTV6-电影,http://222.137.231.41:808/hls/6/index.m3u8
CCTV7-军农,http://222.137.231.41:808/hls/7/index.m3u8
CCTV8-电视剧,http://222.137.231.41:808/hls/8/index.m3u8
CCTV9-纪录,http://222.137.231.41:808/hls/9/index.m3u8
CCTV10-科教,http://222.137.231.41:808/hls/10/index.m3u8
CCTV11-戏曲,http://222.137.231.41:808/hls/11/index.m3u8
CCTV12-社会与法,http://222.137.231.41:808/hls/12/index.m3u8
CCTV13-新闻,http://222.137.231.41:808/hls/13/index.m3u8
CCTV14-少儿,http://222.137.231.41:808/hls/14/index.m3u8
CCTV15-音乐,http://222.137.231.41:808/hls/15/index.m3u8
河南卫视,http://222.137.231.41:808/hls/16/index.m3u8
相声小品,http://222.137.231.41:808/hls/17/index.m3u8
民生频道,http://222.137.231.41:808/hls/19/index.m3u8
法治频道,http://222.137.231.41:808/hls/20/index.m3u8
电视剧频道,http://222.137.231.41:808/hls/21/index.m3u8
新闻频道,http://222.137.231.41:808/hls/22/index.m3u8
公共频道,http://222.137.231.41:808/hls/23/index.m3u8
新农村频道,http://222.137.231.41:808/hls/24/index.m3u8
河南国际,http://222.137.231.41:808/hls/25/index.m3u8
梨园频道,http://222.137.231.41:808/hls/26/index.m3u8
江苏卫视,http://222.137.231.41:808/hls/30/index.m3u8
浙江卫视,http://222.137.231.41:808/hls/31/index.m3u8
安徽卫视,http://222.137.231.41:808/hls/32/index.m3u8
北京卫视,http://222.137.231.41:808/hls/33/index.m3u8
湖北卫视,http://222.137.231.41:808/hls/47/index.m3u8
江西卫视,http://222.137.231.41:808/hls/49/index.m3u8
山西卫视,http://222.137.231.41:808/hls/50/index.m3u8
陕西卫视,http://222.137.231.41:808/hls/51/index.m3u8
四川卫视,http://222.137.231.41:808/hls/52/index.m3u8
金鹰卡通,http://222.137.231.41:808/hls/61/index.m3u8
收视指南,http://222.137.231.41:808/hls/62/index.m3u8
嘉佳卡通,http://222.137.231.41:808/hls/63/index.m3u8
美国大片,http://222.137.231.41:808/hls/66/index.m3u8
军事,http://222.137.231.41:808/hls/68/index.m3u8
热播剧场,http://222.137.231.41:808/hls/71/index.m3u8
CCTV5+体育赛事,http://222.137.231.41:808/hls/75/index.m3u8


广西贵港市酒店联通🔙✅
CCTV1-综合,http://110.72.81.200:808/hls/54/index.m3u8
CCTV2-财经,http://110.72.81.200:808/hls/97/index.m3u8
CCTV3-综艺,http://110.72.81.200:808/hls/37/index.m3u8
CCTV4-国际,http://110.72.81.200:808/hls/113/index.m3u8
CCTV5-体育,http://110.72.81.200:808/hls/38/index.m3u8
CCTV6-电影,http://110.72.81.200:808/hls/39/index.m3u8
CCTV7-军农,http://110.72.81.200:808/hls/98/index.m3u8
CCTV8-电视剧,http://110.72.81.200:808/hls/40/index.m3u8
CCTV9-纪录,http://110.72.81.200:808/hls/119/index.m3u8
CCTV10-科教,http://110.72.81.200:808/hls/99/index.m3u8
CCTV11-戏曲,http://110.72.81.200:808/hls/100/index.m3u8
CCTV12-社会与法,http://110.72.81.200:808/hls/101/index.m3u8
CCTV13-新闻,http://110.72.81.200:808/hls/106/index.m3u8
CCTV14-少儿,http://110.72.81.200:808/hls/105/index.m3u8
CCTV15-音乐,http://110.72.81.200:808/hls/102/index.m3u8
广西卫视,http://110.72.81.200:808/hls/9/index.m3u8
广西综艺,http://110.72.81.200:808/hls/334/index.m3u8
广西影视,http://110.72.81.200:808/hls/201/index.m3u8
贵港新闻综合,http://110.72.81.200:808/hls/7/index.m3u8
CCTV7-军农,http://110.72.81.200:808/hls/5/index.m3u8
平南综合频道,http://110.72.81.200:808/hls/6/index.m3u8
嘉嘉卡通,http://110.72.81.200:808/hls/12/index.m3u8
广东体育,http://110.72.81.200:808/hls/13/index.m3u8
珠江台,http://110.72.81.200:808/hls/24/index.m3u8
CCTV-5+,http://110.72.81.200:808/hls/14/index.m3u8
南方卫视,http://110.72.81.200:808/hls/81/index.m3u8
广东影视,http://110.72.81.200:808/hls/59/index.m3u8
